genre,id,name,sinopsis,tags,rawg_id,released,rating,ratings_count,background_image,is_nintendo_switch
Interactive story,577,Subsurface Circular,"Subsurface Circular is an interactive story for the Nintendo Switch. It is ranked #1601 on the all-time Top Rated Switch games,  with a total of 14 reviews  and an average score of 7.61.","['Научная фантастика', 'Приключение', 'Low-poly', 'Political', 'Story Rich', 'Глубокий сюжет', 'Текстовая', 'Steam Cloud', 'Sci-fi', 'Короткая', 'Text-based adventure', 'Singleplayer', 'Визуальная новелла', 'Инди', 'Text-Based', 'Interactive story', 'Robots', 'Steam Achievements', 'Science Fiction', 'Adventure', 'Детектив', 'Роботы', 'Отличный саундтрек', 'Story choices', 'Text-heavy', 'Казуальная игра', 'Для одного игрока', 'Casual']",45644.0,2017-08-17,3.61,69.0,https://media.rawg.io/media/screenshots/a01/a01896fcc32b154299f187241adad518.jpg,True
Interactive story,3452,Coffee Talk,"Coffee Talk is an interactive story for the Nintendo Switch. It is ranked #1609 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.60.","['Full controller support', 'Приключение', 'Экспериментальная', 'Зарубежный', 'Visual novel', 'Глубокий сюжет', 'Фэнтези', 'Steam Cloud', 'Pixel art', 'Милая', 'Симулятор', 'Визуальная новелла', 'Singleplayer', 'Инди', 'Interactive story', 'Философская', 'Other', 'Steam Achievements', 'Fantastic', 'Атмосфера', 'Отличный саундтрек', 'Расслабляющая', 'communication', 'Text-heavy', 'Café / Restaurant', 'Эмоциональная', 'Пиксельная графика', 'Нелинейность', 'Решения с последствиями', 'Казуальная игра', 'Женщина-протагонист', 'Для одного игрока']",59796.0,2020-01-28,3.81,137.0,https://media.rawg.io/media/games/4d9/4d90960bbb1c92966b8ec7a4f11864a7.jpg,True
Interactive story,9938,Mia and the Dragon Princess,"Mia and the Dragon Princess is an interactive story for the Nintendo Switch. It is ranked #1609 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.60.","['Full controller support', 'Violent', 'Интерактивная литература', 'Насилие', 'Приключение', 'Кинематографичная', 'Drama', 'Multiple Endings', 'Выбери себе приключение', 'Choose Your Own Adventure', 'Реализм', 'Interactive Fiction', 'Steam Cloud', 'Gore', 'Протагонистка', 'Видеовставки', 'Realistic', 'Cinematic', 'Симулятор', 'Визуальная новелла', 'Юмор', 'Singleplayer', 'Драма', 'Interactive story', 'Asia', 'Steam Achievements', 'Comedy', 'Visual Novel', 'Choices Matter', 'Immersive Sim', 'Atmospheric', 'Fantastic', 'Атмосферная', 'Female Protagonist', 'Несколько концовок', 'Иммерсивный симулятор', 'Action-Adventure', 'FMV', 'Мясо', 'Эмоциональная', 'Emotional', 'Решения с последствиями', 'Для одного игрока', 'Приключенческий экшен']",960377.0,2023-05-03,0.0,2.0,https://media.rawg.io/media/screenshots/041/04106c885cf2c2d65b43adce2fa5a9aa.jpg,True
Interactive story,6645,Teacup,"Teacup is an interactive story for the Nintendo Switch. It is ranked #1609 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.60.","['Full controller support', 'Нелинейная', 'Вид сбоку', 'Cute', 'Приключение', 'Цветастая', 'Short', 'Relaxing', 'Глубокий сюжет', 'Story Rich', 'Смешная', 'Протагонистка', 'Exploration', 'Повествование', 'Милая', 'Короткая', 'Singleplayer', 'Инди', 'Side Scroller', 'Для всей семьи', 'Interactive story', 'Drawing / painting', 'Steam Achievements', '2D', 'Adventure', 'Colorful', 'Narrative', 'Family Friendly', 'Atmospheric', 'Fantastic', 'Атмосферная', 'Female Protagonist', 'Исследования', 'Расслабляющая', 'Nonlinear', 'Казуальная игра', 'Для одного игрока', 'Funny']",667756.0,2021-09-23,3.12,8.0,https://media.rawg.io/media/games/94a/94ace7d9110920cf01c346c1f07c63b0.jpg,True
Interactive story,2798,FAR: Lone Sails,"FAR: Lone Sails is an interactive story for the Nintendo Switch. It is ranked #1683 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.56.","['Driving', 'Full controller support', 'Design & Illustration', 'Головоломка', 'Puzzle-Platformer', 'Survival', 'Приключение', 'Исследование', 'Short', '2.5D', 'Вождение', 'Story Rich', 'Глубокий сюжет', 'Exploration', 'Головоломка-платформер', 'Короткая', 'Post-apocalyptic', 'Стимпанк', 'Singleplayer', 'Инди', 'Side Scroller', 'Great Soundtrack', 'Псевдотрёхмерность', 'Платформер', 'Drawing / painting', 'Adventure', 'Пост-апокалипсис', 'Atmospheric', 'Атмосфера', 'Экшен', 'Отличный саундтрек', 'Выживание', 'Action-Adventure', 'nature', 'Казуальная игра', 'Для одного игрока', 'Приключенческий экшен', 'Walking simulator']",22256.0,2018-05-16,4.19,319.0,https://media.rawg.io/media/games/da3/da340206898d0a62a944dc7fb0629008.jpg,True
Interactive story,2059,The Stillness of the Wind,"The Stillness of the Wind is an interactive story for the Nintendo Switch. It is ranked #1769 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.50.","['Dystopian', 'memory-of-god', 'Partial Controller Support', 'Narrative', 'Атмосфера', 'Farming', 'goats', 'Приключение', 'Singleplayer', 'Для одного игрока', 'Инди', 'wind', 'stillness', 'No tags']",61377.0,2019-02-06,3.38,39.0,https://media.rawg.io/media/screenshots/0ce/0cef0abb92096dc21bd1d41b41b72ac6.jpg,True
Interactive story,586,A Normal Lost Phone,"A Normal Lost Phone is an interactive story for the Nintendo Switch. It is ranked #1891 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.45.","['Текстовая игра', 'Головоломка', 'Detective', 'Narration', 'Приключение', 'Тайна', 'Short', 'Story Rich', 'Глубокий сюжет', 'Psychological', 'Interactive Fiction', 'Повествование', 'Короткая', 'Board Game', 'Singleplayer', 'Инди', 'Great Soundtrack', 'Interactive story', 'steam-trading-cards', 'Other', 'Steam Achievements', 'Adventure', 'LGBTQ+', 'Детектив', 'Investigation', 'Психологическая', 'Отличный саундтрек', 'Mystery', 'Казуальная игра', 'Для одного игрока']",13011.0,2017-01-25,3.63,69.0,https://media.rawg.io/media/games/fe1/fe1732c263365f9af009cc3d4d5d6880.jpg,True
Interactive story,6193,Last Stop,"Last Stop is an interactive story for the Nintendo Switch. It is ranked #1937 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.42.","['Full controller support', 'Научная фантастика', 'Violent', 'Насилие', 'Головоломка', '3D', 'Симулятор ходьбы', 'Survival Horror', 'Приключение', 'Тайна', 'Исследование', 'Multiple Endings', 'Third Person', 'Story Rich', 'Глубокий сюжет', 'Exploration', 'Horror', 'Sci-fi', 'От первого лица', 'Singleplayer', 'Шутер от первого лица', 'Инди', 'Great Soundtrack', 'Interactive story', 'Steam Achievements', 'Science Fiction', 'Adventure', 'FPS', 'Atmospheric', 'Атмосфера', 'Экшен', 'First-Person', 'Отличный саундтрек', 'Walking Simulator', 'Несколько концовок', 'Mystery', 'Story choices', 'Хоррор на выживание', 'Для одного игрока']",391401.0,2021-07-22,3.36,74.0,https://media.rawg.io/media/screenshots/0d8/0d8f2dfdc975aa95b4c0e6d0df549a3f.jpg,True
Interactive story,2328,Reigns: Game of Thrones,"Reigns: Game of Thrones is an interactive story for the Nintendo Switch. It is ranked #2069 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.33.","['Чёрная комедия', 'Full controller support', 'Приключение', 'Стратегия', 'Карточная игра', 'No tags', 'Глубокий сюжет', 'Смешная', 'Чёрный юмор', 'Милая', 'Минимализм', 'Юмор', 'Singleplayer', 'Инди', 'Сложная', 'Свобода выбора', 'Средневековье', '2D', 'Ролевая игра', 'role-playing', 'RPG', 'Отличный саундтрек', 'Решения с последствиями', 'Для одного игрока']",61585.0,2018-10-18,3.48,96.0,https://media.rawg.io/media/games/f88/f88c1db527f668a6cd875425f1a08d67.jpg,True
Interactive story,740,Another Lost Phone: Laura's Story,"Another Lost Phone: Laura's Story is an interactive story for the Nintendo Switch. It is ranked #2133 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.31.","['Текстовая игра', 'Головоломка', 'Detective', 'Narration', 'Тайна', 'Short', 'No tags', 'Story Rich', 'Глубокий сюжет', 'Interactive Fiction', 'Повествование', 'Короткая', 'Board Game', 'Singleplayer', 'Инди', 'Great Soundtrack', 'phone', 'Other', 'Narrative', 'Детектив', 'Thriller', 'Отличный саундтрек', 'Mystery', 'Казуальная игра', 'Для одного игрока']",45693.0,2017-09-20,3.76,21.0,https://media.rawg.io/media/screenshots/7e1/7e1b423930d9bd781c9c13c0d791c08c.jpg,True
Interactive story,699,Burly Men at Sea,"Burly Men at Sea is an interactive story for the Nintendo Switch. It is ranked #2413 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.13.","['Minimalistic visuals', 'Minimalist', 'Нелинейная', 'Приключение', 'Mythology', 'Short', 'Мифология', 'Travel story', 'Point & Click', 'Story Rich', 'Глубокий сюжет', 'Choose Your Own Adventure', 'Фэнтези', 'Мореплавание', 'No fail state', 'Steam Cloud', 'Короткая', 'Минимализм', 'Board Game', 'Sailing', 'Визуальная новелла', 'Singleplayer', 'Инди', 'Side Scroller', 'Great Soundtrack', 'Для всей семьи', 'Стилизация', 'Interactive story', 'Свобода выбора', 'Other', 'Steam Achievements', '2D', 'Adventure', 'Visual Novel', 'Choices Matter', 'Atmospheric', 'Fantastic', 'Атмосфера', 'Weird', 'Отличный саундтрек', 'Story choices', 'Fantasy', 'Nonlinear', 'Решения с последствиями', 'Казуальная игра', 'Для одного игрока', 'Funny', 'Family friendly']",12143.0,2016-09-29,2.82,222.0,https://media.rawg.io/media/screenshots/bf3/bf37a864502fb7cf395748420a48c650.jpg,True
Interactive story,630,Kona,"Kona is an interactive story for the Nintendo Switch. It is ranked #2413 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.13.","['Full controller support', 'Surreal', 'Головоломка', 'Симулятор ходьбы', 'Survival', 'Survival Horror', 'Detective', 'Приключение', 'Narration', 'Исследование', 'Kickstarter', 'Open World', 'No tags', 'Story Rich', 'Глубокий сюжет', 'Exploration', 'Повествование', 'Horror', 'От первого лица', 'achievements', 'Singleplayer', 'Инди', 'Great Soundtrack', 'Steam Achievements', 'Детектив', 'Atmospheric', 'Атмосфера', 'First-Person', 'Отличный саундтрек', 'Walking Simulator', 'Выживание', 'Открытый мир', 'Сюрреалистичная', 'Crowdfunded', 'controller support', 'Хоррор на выживание', 'Казуальная игра', 'Создана на пожертвования', 'Для одного игрока']",119.0,2017-03-16,3.31,129.0,https://media.rawg.io/media/screenshots/9ab/9ab4630464e41947a2cef77b2b6263dc.jpg,True
Interactive story,4378,Over the Alps,"Over the Alps is an interactive story for the Nintendo Switch. It is ranked #2462 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.10.","['Full controller support', 'Текстовая игра', 'Приключение', 'Multiple Endings', 'Political', 'Story Rich', 'Глубокий сюжет', 'Текстовая', 'Choose Your Own Adventure', 'Remote Play on Phone', 'Interactive Fiction', 'Steam Cloud', 'Singleplayer', 'Remote Play on TV', 'Инди', 'Funny', 'Text-Based', 'Interactive story', 'Свобода выбора', 'Drawing / painting', 'Steam Achievements', 'Adventure', 'Ролевая игра', 'Remote Play on Tablet', 'World War II', 'Choices Matter', 'Beautiful', 'RPG', 'Красивая', 'Вторая мировая война', 'Replay Value', 'Реиграбельность', 'Story choices', 'Нелинейность', 'Решения с последствиями', 'Casual']",376895.0,2019-09-19,3.54,11.0,https://media.rawg.io/media/games/381/3811a1d23a58974a2cac2d757023e5de.jpg,True
Interactive story,710,Late Shift,"Late Shift is an interactive story for the Nintendo Switch. It is ranked #2482 on the all-time Top Rated Switch games,  with a total of 11 reviews  and an average score of 7.09.","['Full controller support', 'Violent', 'Hidden Object', 'Текстовая игра', 'Нелинейная', 'Насилие', 'Survival Horror', 'Приключение', 'Тайна', 'Crime', 'Multiple Endings', 'Природа', 'Story Rich', 'Глубокий сюжет', 'Choose Your Own Adventure', 'Реализм', 'Psychological', 'Interactive Fiction', 'Steam Cloud', 'Gore', 'Протагонистка', 'Horror', 'Видеовставки', 'Realistic', 'От первого лица', 'Singleplayer', 'Нагота', 'Фильм', 'Инди', 'Свобода выбора', 'steam-trading-cards', 'Steam Achievements', 'Криминал', 'Choices Matter', 'Family Sharing', 'Investigation', 'Психологическая', 'Thriller', 'Экшен', 'First-Person', 'Female Protagonist', 'Несколько концовок', 'Триллер', 'Mystery', 'Action-Adventure', 'FMV', 'Мясо', 'nature', 'Stealth', 'Story choices', 'Nonlinear', 'Хоррор на выживание', 'Нелинейность', 'Стелс', 'Решения с последствиями', 'Поиск предметов', 'Для одного игрока', 'Приключенческий экшен']",12245.0,2017-04-17,3.6,308.0,https://media.rawg.io/media/games/10b/10bbea9e3307778dd9a4dce704aede2e.jpg,True
Interactive story,9090,Aka,"Aka is an interactive story for the Nintendo Switch. It is ranked #2531 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.05.","['Full controller support', 'Крафтинг', 'Нелинейная', 'Cute', 'Feel Good', 'Цветастая', 'Stylized', 'Симулятор фермы', 'Open World', 'Life Sim', 'Природа', 'Story Rich', 'Глубокий сюжет', 'Relaxing', 'Choose Your Own Adventure', 'Выбери себе приключение', 'Steam Cloud', 'Exploration', 'Милая', 'Crafting', 'Симулятор', 'Singleplayer', 'Для всей семьи', 'Interactive story', 'Симулятор жизни', 'Drawing / painting', 'Steam Achievements', 'Рисованная графика', 'Adventure', 'Colorful', 'Farming Sim', 'Anime', 'Top-Down', 'Family Friendly', 'Building', 'Puzzle', 'Вид сверху', 'Аниме', 'Open world', 'Исследования', 'Открытый мир', 'Расслабляющая', 'nature', 'Строительство', 'Emotional', 'Nonlinear', 'Казуальная игра', 'Hand-drawn', 'Casual', 'Стилизация']",732456.0,2022-11-15,0.0,1.0,https://media.rawg.io/media/screenshots/a3e/a3ef99ed5d0e953c38c40067a95c5bd4.jpg,True
Interactive story,1892,"Bury me, my Love","Bury me, my Love is an interactive story for the Nintendo Switch. It is ranked #2584 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.00.","['Interactive story', 'Sad', 'Глубокий сюжет', 'Drawing / painting', 'Singleplayer', 'Фэнтези', 'Other', 'Melancholy', 'Story choices', 'Text-heavy', 'Emotional', 'Приключение', 'Education', 'Симулятор', 'Political', 'Travel story', 'Инди', 'Die & retry']",50567.0,2017-10-25,3.48,29.0,https://media.rawg.io/media/screenshots/ac5/ac574962e2155ab40551e08815eaa8e2.jpg,True
Interactive story,739,Goetia,"Goetia is an interactive story for the Nintendo Switch. It is ranked #2584 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 7.00.","['Головоломка', 'Приключение', 'Тайна', 'Point & Click', 'No tags', 'Steam Cloud', 'Horror', 'Сверхъестественное', 'Singleplayer', 'Инди', 'steam-trading-cards', 'Steam Achievements', '2D', 'Ghosts', 'Атмосфера', 'Female Protagonist', 'Готика', 'Mystery', 'Женщина-протагонист']",17097.0,2015-05-19,2.67,32.0,https://media.rawg.io/media/screenshots/6ae/6ae179d89d253b92542849ad73c72569.jpg,True
Interactive story,3011,One Night Stand,"One Night Stand is an interactive story for the Nintendo Switch. It is ranked #2584 on the all-time Top Rated Switch games,  with a total of 9 reviews  and an average score of 7.00.","['Тайна', 'Multiple Endings', 'No tags', 'Story Rich', 'Глубокий сюжет', 'Steam Cloud', 'Симулятор', 'Визуальная новелла', 'Нагота', 'Singleplayer', 'Инди', 'Sexual Content', 'steam-trading-cards', 'Steam Achievements', 'Visual Novel', 'Choices Matter', 'Mystery', 'Nudity', 'Сексуальный контент', 'Нелинейность', 'Решения с последствиями', 'Казуальная игра']",14516.0,2016-11-06,3.73,25.0,https://media.rawg.io/media/games/983/9832c275a3e720b02291635a61f8907a.jpg,True
Interactive story,3738,Wurroom,"Wurroom is an interactive story for the Nintendo Switch. It is ranked #2584 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.00.","['Psychedelic', 'Surreal', 'Психоделия', 'Приключение', 'Тайна', 'Исследование', 'Stylized', 'Бесплатная игра', 'Point & Click', 'Exploration', 'Singleplayer', 'Experimental', 'Инди', 'Great Soundtrack', 'Interactive story', 'Other', 'Steam Achievements', '2D', 'Adventure', 'Minimalistic gameplay', 'Free to Play', 'Point-and-click', 'Atmospheric', 'Атмосфера', 'Weird', 'Music', 'Отличный саундтрек', 'Mystery', 'Сюрреалистичная', 'Казуальная игра', 'Стилизация']",373632.0,2020-04-01,0.0,4.0,https://media.rawg.io/media/screenshots/249/2498cecdeae5775d269be66cc396dafe.jpg,True
Interactive story,954,The First Tree,"The First Tree is an interactive story for the Nintendo Switch. It is ranked #2888 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 6.83.","['Full controller support', 'Surreal', 'Симулятор ходьбы', 'Приключение', 'От третьего лица', 'Исследование', 'Цветастая', 'Тайна', 'Short', 'Low-poly', 'Third Person', 'No tags', 'Story Rich', 'Глубокий сюжет', 'Фэнтези', 'memoir', 'Steam Cloud', 'Exploration', 'Повествование', 'artgame', 'Короткая', 'От первого лица', 'Singleplayer', 'Драма', 'Инди', 'Great Soundtrack', 'steam-trading-cards', 'Other', 'Steam Achievements', 'Colorful', 'Atmospheric', 'Атмосфера', 'Walking Simulator', 'Отличный саундтрек', 'Открытый мир', 'Расслабляющая', 'nature', 'Казуальная игра', 'Для одного игрока']",13405.0,2017-09-13,3.11,117.0,https://media.rawg.io/media/screenshots/b02/b02c8f7cc53dfa98a35552916c02fe6e.jpg,True
Interactive story,8718,Paradise Marsh,"Paradise Marsh is an interactive story for the Nintendo Switch. It is ranked #2985 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 6.78.","['Cute', 'Симулятор ходьбы', 'Partial Controller Support', '3D', 'Narration', 'Приключение', 'Low-poly', 'Цветастая', 'Тайна', 'Stylized', 'Open World', 'Природа', 'Relaxing', 'No fail state', 'Roguelike', 'Exploration', 'Pixel art', 'Retro', 'Милая', 'Ретро', 'Процедурная генерация', 'От первого лица', 'Повествовательная', 'Singleplayer', 'Creature Collector', 'Interactive story', 'Steam Achievements', 'Adventure', 'Colorful', 'Procedural Generation', 'Pixel Graphics', 'Atmospheric', 'Атмосферная', 'First-Person', 'Walking Simulator', 'Исследования', 'Mystery', 'Открытый мир', 'Расслабляющая', 'nature', 'Пиксельная графика', 'Поиск существ', 'Казуальная игра', 'Для одного игрока', 'Casual', 'Стилизация', 'Walking simulator']",748725.0,2022-10-13,0.0,2.0,https://media.rawg.io/media/games/f20/f20c2dc100bbafbfd941dd324df24a52.jpg,True
Interactive story,6425,The Magnificent Trufflepigs,"The Magnificent Trufflepigs is an interactive story for the Nintendo Switch. It is ranked #3098 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 6.70.","['Full controller support', 'Текстовая игра', 'Симулятор ходьбы', 'Приключение', 'Тайна', 'Short', 'Story Rich', 'Глубокий сюжет', 'Interactive Fiction', 'Steam Cloud', 'Короткая', 'От первого лица', 'Singleplayer', 'Инди', 'Interactive story', 'Steam Achievements', 'Adventure', 'Atmospheric', 'Атмосфера', 'First-Person', 'Walking Simulator', 'Mystery', 'Казуальная игра', 'Для одного игрока', 'Casual', 'Walking simulator']",571690.0,2021-06-02,2.86,6.0,https://media.rawg.io/media/screenshots/c76/c76382aafb539e18eca20dcc63bbea83.jpg,True
Interactive story,4188,We should talk.,"We should talk. is an interactive story for the Nintendo Switch. It is ranked #3572 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 6.30.","['Для взрослых', 'Full controller support', 'Текстовая игра', 'Cute', 'relationship', '3D', 'Приключение', 'Short', 'Romance', 'Multiple Endings', 'Altgame', 'No tags', 'Story Rich', 'Глубокий сюжет', 'Текстовая', 'Смешная', 'Interactive Fiction', 'Симулятор свиданий', 'Милая', 'Короткая', 'Симулятор', 'Визуальная новелла', 'Singleplayer', 'Инди', 'Great Soundtrack', 'Text-Based', 'Other', 'Visual Novel', 'LGBTQ+', 'Choices Matter', 'Mature', 'Роман', 'Atmospheric', 'Атмосфера', 'Мемы', 'Female Protagonist', 'Отличный саундтрек', 'meaningful-choices', 'Dating Sim', 'Memes', 'communication', 'Решения с последствиями', 'Казуальная игра', 'Для одного игрока', 'Funny']",428287.0,2020-07-16,0.0,2.0,https://media.rawg.io/media/screenshots/f5a/f5adc4a05bbb2a53fa0db4bf2c5026a4.jpg,True
Interactive story,4904,Five Dates,"Five Dates is an interactive story for the Nintendo Switch. It is ranked #3675 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 6.17.","['Dating', 'Full controller support', 'Интерактивная литература', 'Беседы', 'relationship', 'Приключение', 'Controller', 'Multiple Endings', 'Romance', 'Mature / adults', 'Point & Click', 'Story Rich', 'Глубокий сюжет', 'Контроллер', 'Relaxing', 'Реализм', 'Choose Your Own Adventure', 'Выбери себе приключение', 'Interactive Fiction', 'Steam Cloud', 'Story', 'Симулятор свиданий', 'Видеовставки', 'Realistic', 'Симулятор', 'Визуальная новелла', 'Нагота', 'Singleplayer', 'Юмор', 'Sexual Content', 'Conversation', 'Steam Achievements', 'coronavirus', 'Comedy', 'app', 'Visual Novel', 'vikings', 'Choices Matter', 'Несколько концовок', 'Dating Sim', 'Романтика', 'Расслабляющая', 'FMV', 'Nudity', 'rom', 'Сексуальный контент', 'Решения с последствиями', 'Для одного игрока']",520350.0,2020-11-17,3.21,18.0,https://media.rawg.io/media/games/427/42775acebd4e82e8465e41c8912ba2c5.jpg,True
Interactive story,7549,A Memoir Blue,"A Memoir Blue is an interactive story for the Nintendo Switch. It is ranked #3798 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 6.00.","['Интерактивная литература', '3D', 'Приключение', 'Family story', 'Цветастая', 'Story Rich', 'Глубокий сюжет', 'Interactive Fiction', 'No fail state', 'Протагонистка', 'Singleplayer', 'Инди', 'Side Scroller', 'Interactive story', 'Steam Achievements', '2D', 'Colorful', 'Atmospheric', 'Атмосферная', 'Female Protagonist', 'Эмоциональная', 'Emotional', 'Казуальная игра', 'Для одного игрока', 'Walking simulator']",678592.0,2022-03-24,3.45,73.0,https://media.rawg.io/media/games/ec2/ec2eabf6162f34565d2fc02befe371be.jpg,True
Interactive story,1735,Storm Boy,"Storm Boy is an interactive story for the Nintendo Switch. It is ranked #4063 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 5.63.","['Full controller support', 'Steam Achievements', 'Other', 'Steam Cloud', 'Казуальная игра', 'Приключение', 'Singleplayer', 'No tags']",257782.0,2018-11-19,2.97,29.0,https://media.rawg.io/media/screenshots/2e9/2e937837fcc5590f7ddebcb91e030f88.jpg,True
Interactive story,6795,The Suicide of Rachel Foster,"The Suicide of Rachel Foster is an interactive story for the Nintendo Switch. It is ranked #4145 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 5.43.","['Full controller support', 'Симулятор ходьбы', 'Приключение', 'Тайна', 'Исследование', 'Story Rich', 'Глубокий сюжет', 'Steam Cloud', 'Exploration', 'Horror', 'От первого лица', 'Singleplayer', 'Remote Play on TV', 'Инди', 'Great Soundtrack', 'Interactive story', 'Sad', 'Steam Achievements', 'Adventure', 'Atmospheric', 'Атмосфера', 'Thriller', 'first-person-horror', 'First-Person', 'Отличный саундтрек', 'Female Protagonist', 'Walking Simulator', 'Триллер', 'Mystery', 'Казуальная игра', 'Женщина-протагонист', 'Для одного игрока']",397471.0,2020-02-18,3.3,126.0,https://media.rawg.io/media/games/238/238df3e0dd805f3b0bef671909d22de8.jpg,True
Interactive story,256,Wheels of Aurelia,"Wheels of Aurelia is an interactive story for the Nintendo Switch. It is ranked #4386 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 4.54.","['Для взрослых', 'Driving', 'Full controller support', 'Текстовая игра', 'Нелинейная', 'Приключение', 'Low-poly', 'Political', 'Экспериментальная', 'Вождение', 'Глубокий сюжет', 'Steam Cloud', 'Повествование', 'Визуальная новелла', 'Singleplayer', 'Драма', 'Инди', 'steam-trading-cards', 'Steam Achievements', 'Real-time', 'Adventure', 'Роман', 'Top-Down', 'Изометрия', 'Атмосфера', 'Female Protagonist', 'Отличный саундтрек', 'Реиграбельность', 'Story choices', 'Text-heavy', 'Решения с последствиями', 'Казуальная игра', 'Женщина-протагонист', 'Casual', 'История']",1230.0,2016-09-20,3.08,48.0,https://media.rawg.io/media/games/d61/d61928dc44ba1812244c7dd8f82700ce.jpg,True
Interactive story,2345,A Dark Room,"A Dark Room is an interactive story for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","['Minimalistic visuals', 'Minimalist', 'Full controller support', 'Resource Management', 'Крафтинг', 'Приключение', 'Controller', 'Multiple Endings', 'Mature / adults', 'Dystopian', 'Roguelite', 'Story Rich', 'Глубокий сюжет', 'Контроллер', 'text-adventure', 'Exploration', 'Roguelike', 'Crafting', 'Минимализм', 'Text-based adventure', 'Singleplayer', 'Monochrome', 'Рогалик', 'Инди', 'Experimental', 'Text-Based', 'Мрачная', 'Traditional Roguelike', 'Adventure', 'Управление ресурсами', 'Ролевая игра', 'Dark', 'Pixel Graphics', 'Atmospheric', 'RPG', 'Атмосферная', 'Несколько концовок', 'Story choices', 'Text-heavy', 'Пиксельная графика', 'Антиутопия', 'Для одного игрока', 'Исследования', 'Традиционный рогалик']",2290.0,2013-06-10,4.23,22.0,https://media.rawg.io/media/screenshots/0c4/0c43c70104bb8b7cbdd98c3c16da5180.jpg,True
Interactive story,6764,Bloodshore,"Bloodshore is an interactive story for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","['Чёрная комедия', 'Full controller support', 'Violent', 'Интерактивная литература', 'Насилие', 'Приключение', 'Кинематографичная', 'Romance', 'Multiple Endings', 'Point & Click', 'Story Rich', 'Глубокий сюжет', 'Выбери себе приключение', 'Choose Your Own Adventure', 'Реализм', 'Interactive Fiction', 'Steam Cloud', 'Battle Royale', 'Видеовставки', 'Realistic', 'Cinematic', 'Singleplayer', 'Инди', 'Мрачная', 'Interactive story', 'Steam Achievements', 'LGBTQ+', 'Dark', 'Choices Matter', 'Dark Comedy', 'ЛГБТК+', 'Экшен', 'Несколько концовок', 'Королевская битва', 'Романтика', 'Action-Adventure', 'FMV', 'Решения с последствиями', 'Для одного игрока', 'Приключенческий экшен']",684909.0,2021-11-03,2.3,10.0,https://media.rawg.io/media/games/624/624c65763cde592dc09b5702f44ec8aa.jpg,True
Interactive story,3114,Double Switch - 25th Anniversary Edition,"Double Switch - 25th Anniversary Edition is an interactive story for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","[""90's retrogaming"", 'Steam Achievements', 'Full controller support', 'FMV', 'Видеовставки', 'Investigation', 'Singleplayer', 'Для одного игрока', 'Экшен']",254580.0,2018-12-11,0.0,1.0,https://media.rawg.io/media/screenshots/12c/12c487fd2bdf6f543def0e3233a28126.jpg,True
